tweet_id,created_at,text,predicted_intent,human_intent,correct
1965788,2017-10-19 13:58:49+00:00,@AmazonHelp Here is my reply.. Thank you for ruining my Diwali by claiming false commitments.. It was my mistake to order something from you.. https://t.co/W5vU6xy0N1,product_availability_pricing,,
74790,2017-11-30 11:11:27+00:00,@AmazonHelp I’m just confused as to how a Speaker is Restricted?.. Is this exclusive to Amazon or will I be able to find it in stores upon release?,product_availability_pricing,,
2965283,2017-11-29 22:45:14+00:00,@AmazonHelp it said $3.99 is that the total cost,product_availability_pricing,,
616948,2017-11-22 14:23:03+00:00,"@AmazonHelp No, I wont be either. Sounds daft then to moan but I know things won’t improve. In a way I don’t really blame the delivery guy this time. They’re probably under pressure to hit unrealistic deadlines, getting penalised at every one they miss &amp; all for minimum wage or there abouts.",product_availability_pricing,,
782744,2017-10-30 02:03:55+00:00,@AmazonHelp It was supppsed to be groceries for dinner but now it's looking like it's going to be too late for that,product_availability_pricing,,
972823,2017-10-22 05:08:12+00:00,"@AmazonHelp gd ur fake company products shld be visible to all.people will see ,how much u r making fool 2 customers. stop sell old n defective products",product_issue,,
1721625,2017-10-18 04:30:16+00:00,@AmazonHelp @951 I need your help asap. @115850 / @AmazonHelp tell me that Only Motorola can do anything about this.,product_issue,,
334862,2017-10-07 21:14:47+00:00,@AmazonHelp It's been fixed now but something that should've taken 5 minutes took an hour and 14 minutes of my Saturday. I was on hold for 20 mins+.,product_issue,,
1529970,2017-11-03 20:02:09+00:00,"@AmazonHelp Thanks for responding quickly. It would be a very helpful skill to add, and it seems most of the parts are already in place!",product_issue,,
328030,2017-10-07 17:25:14+00:00,"@AmazonHelp My comment was not about the carrier or the product, but rather spoke in objective terms about the seller's performance re: new vs used",product_issue,,
430021,2017-10-10 14:37:15+00:00,"@AmazonHelp Wagner brand brake pads and rotors, and Centric brand brake rotors. I wanted to make sure before I purchased you were an authorized dealer.",product_issue,,
619955,2017-11-22 17:03:56+00:00,"@AmazonHelp Yes, the issue persists. I tried with 4 cards. I don't have any more cards to try. I need help! Is there any way you can help?",product_issue,,
758384,2017-10-11 19:36:16+00:00,"@AmazonHelp Yes they were, I have private messaged you. You did this to a Harry Potter book. Be ashamed.",product_issue,,
71837,2017-11-30 10:10:41+00:00,@AmazonHelp Done. I am awaiting for my refund.......,refund,,
2167086,2017-11-09 10:08:17+00:00,@AmazonHelp I don't need standard responses what u mentioned. Give me time line when I will be getting my money refunded. Howmuch time do you need more.,refund,,
857829,2017-10-21 00:02:15+00:00,@AmazonHelp I am sure you are it's been 5 days now please refund my money .,refund,,
509397,2017-12-01 22:17:23+00:00,@AmazonHelp tommorow. Im not in im away now. Will you be refunding me a days wage?,refund,,
1210184,2017-10-25 12:15:47+00:00,"@AmazonHelp Yep indeed, the refund was processed, but as the price increased they would not honour shipping a replacement for the wrong order delievery",refund,,
175415,2017-11-25 00:12:55+00:00,"@AmazonHelp Here’s what it says, I need at least my money back for next day delivery? https://t.co/8py5RWidDL",refund,,
2422753,2017-11-14 18:47:49+00:00,"@AmazonHelp I already spoke once with the customer care about it and received assurance that the ask would be expedited. However, that hasn't happened. Please help me with more than the regular means of customer support",refund,,
2899664,2017-11-28 17:53:36+00:00,@AmazonHelp Original item was Sold by: Amazon EU S.a.r.L. I fail to accept a refund when it was your items on your black Friday deal. Plus I was assured it would be here on PRIME. And now to be told you have no senior members of staff in your customer services?,refund,,
279664,2017-10-06 09:46:41+00:00,@AmazonHelp Already made call to customer care but was of no help. Gonna think twice before shopping with Amazon and would not recommend it to others.,return_replacement,,
1121319,2017-10-24 07:54:33+00:00,@AmazonHelp so you would be able to replace the broken one you sent me.,return_replacement,,
1208669,2017-10-16 09:42:48+00:00,"@AmazonHelp Alors dans ce cas, pourquoi ne pas proposer une solution de rechange comme un point relais ou autre ?",return_replacement,,
2263005,2017-11-21 07:33:52+00:00,@AmazonHelp I’ve already done that before and it was unhelpful. I was told nothing could be done afterwards and that it “rarely” happens. No longer do I believe that. I shouldn’t have to waste any more of my time for your mistakes.,return_replacement,,
257715,2017-10-05 20:02:55+00:00,"@AmazonHelp So after this response, I tried to explain why this answer didn’t work. I was told to contact @141157 directly. I’ve spent too much time on this",return_replacement,,
439324,2017-10-11 15:31:31+00:00,"@AmazonHelp i have provided the order numbers. This is what you were doing for 8 hours? this is the definition of solving the problem at the ""earliest""",return_replacement,,
1386183,2017-10-28 11:36:48+00:00,"@AmazonHelp customer care are not slove my problem,order no-404-1044244-0510713 take care,and slove",return_replacement,,
1505400,2017-11-03 16:27:49+00:00,@AmazonHelp Thank you . Will they just send a new one ? I wouldn’t normally mind but it’s expensive and for a gift ? Also do they pay for it to be sent back ? Or collected ? Sorry for all the questions xxx,return_replacement,,
324147,2017-10-08 03:12:51+00:00,@AmazonHelp Amazon is running a big e scam .I am assuring u I won't let them do it#fraud amazon,seller_marketplace,,
277239,2017-10-14 12:30:34+00:00,"@AmazonHelp That it is being referred to a ""specialist team"" who will be in touch ""within 24 hours"". It's now been six days...",seller_marketplace,,
1170020,2017-10-24 20:09:52+00:00,"@AmazonHelp For whatever reason cs had to send the issue to another department. After over 20 minutes, mostly on hold.",seller_marketplace,,
1472711,2017-11-06 14:00:35+00:00,"@AmazonHelp Please Look up Feelingstone Gifts LLC. account, and you will see 18 or more requests for help. To date nothing, but running us around in a circle!",seller_marketplace,,
1699311,2017-11-10 04:20:52+00:00,@AmazonHelp Which mail you have send. I have replied to every mail send on my registered email id. Please do not lie here on social media. I expect a company of your stature atleast to not lie. I again challenge you. If I am wrong please counter me hear OPENLY or accept U R A FRAUD COMPANY,seller_marketplace,,
2568060,2017-10-30 16:17:13+00:00,@AmazonHelp It was purchased in a shop at an airport in Europe but I am not sure which one.,seller_marketplace,,
802329,2017-10-12 16:29:33+00:00,@AmazonHelp CALLED UR CC THRICE. NO UPDATE ONLY FAKE INFO. UR DELIVRY PARTNER HAD MY PRODUCT BT DEY DIDN'T DELIVER. STATED RONG INFO ABT MY AVAILABLITYP,seller_marketplace,,
911536,2017-10-21 07:19:28+00:00,"@AmazonHelp https://t.co/JUUVs1xRvv SB claims all products sold on Amazon are authentic. But, you are more modest. I appreciate that.",seller_marketplace,,
