tweet_id,created_at,text,predicted_intent,human_intent,correct,generated_reply,reply_valid,validation_issues
2166640,2017-11-09 10:01:12+00:00,@AmazonHelp No problem sir if you will not solve my problem then i will go to the media,other_support,other_support,1,"We’re sorry you’re still experiencing this issue. To investigate further and resolve it as quickly as possible, please share the requested details (such as your order number or account email) through the support channel we previously provided. Once we have that information, our team will work on a solution right away.",True,
1311545,2017-10-27 05:58:44+00:00,@AmazonHelp Have filled out the details again.,other_support,other_support,1,Thank you for updating the details. We’ve received them and our team will review the information and get back to you shortly.,True,
2298820,2017-11-13 18:04:04+00:00,@AmazonHelp please ask your amazon support team to provide you detaies.Or elaborase what paper should I submit?,other_support,other_support,1,"We understand you’d like clarification on which documents to submit. Please provide the requested details through the submission link we shared earlier, and we’ll review them and let you know exactly which paperwork is needed. Thank you for your patience.",True,
1114832,2017-10-24 08:59:40+00:00,@AmazonHelp livraison prévu pour le 23 octobre avant 20h le truc c'est que j'ai paye des frais de livraison en plus pour être livre le 23,other_support,delivery_issue,0,"Bonjour, pourriez‑vous me préciser s’il s’agit d’un article vendu et expédié par Amazon ou par un vendeur tiers ? Cela nous permettra de vérifier les options de livraison et les frais",True,
1353519,2017-10-18 16:54:43+00:00,@AmazonHelp ¿En qué apartado tendría que hacerlo? https://t.co/6aEJLv8lRn,other_support,delivery_issue,0,"Sorry, we couldn't generate a complete response to your request. Please contact Amazon Support for further assistance.",True,
2837073,2017-11-28 02:55:43+00:00,@AmazonHelp @387198 Dear @115850 @AmazonHelp very disappointing to see there is font rendering issue for kannada and very less kannada ebooks for @174528 . Pls fix it before making claims of having kannada language support on kindle. @115851,other_support,other_support,1,"Hi @115850, thank you for letting us know about the Kannada font rendering issue and the limited selection of Kannada eBooks. We’ve forwarded your feedback to the appropriate team and are actively working to improve the reading experience and expand the Kannada catalog. Please stay tuned for updates, and we appreciate your patience.",True,
1353532,2017-10-16 15:17:09+00:00,@AmazonHelp I look forward to hearing from you.,other_support,product_issue,0,"Sorry, we couldn't generate a complete response to your request. Please contact Amazon Support for further assistance.",True,
2791990,2017-12-02 18:26:46+00:00,@AmazonHelp at the very least i can go in and deny all amazon seller central charges on my visa. ironically it's an amazon visa. that at least makes me feel a little bit better.,payment_billing,payment_billing,1,We’re sorry to hear about the unexpected charges on your Visa. Please reach out to Amazon Customer Support through the Help section in your account so we can review the Seller Central charges and work with you on a resolution,True,
835159,2017-10-13 08:22:50+00:00,@AmazonHelp Let it be. I want my money. Bank is charging interest on daily basis.,payment_billing,payment_billing,1,"We’re sorry you’re dealing with this. Please contact Amazon Customer Service so we can review the charge and arrange a refund for you. If you need any further assistance, let us know.",True,
198411,2017-10-04 20:26:41+00:00,"@AmazonHelp Just when you think the level of service couldn't get any disgraceful.....bam you speak to a supervisor who sounds like Stephen Hawkin and constantly mutes the call, tells you he can miraculously see the payment, yet can't tell you how, or what's different from the last! #BS 😡😡",payment_billing,payment_billing,1,"We’re sorry you had this experience. To investigate the payment issue, please share your name, email address and order number (or any reference you have) in a private message or contact Amazon Customer Service directly. Our team will",True,
502428,2017-12-02 05:22:16+00:00,"@AmazonHelp YOU UNDERSTAND MY CONCERN???? Where the hell is my damn package? None of your systems work for this. What a bunch of liars. What can I do, pick a time to call your premium number. Go flip yourselves. You just lie, and wait.",payment_billing,delivery_issue,0,We’re sorry you’re experiencing this delay. Please reach out to Amazon Customer Service through the Help section in your account so we can investigate your order and get it resolved for you.,True,
1603891,2017-10-17 11:14:06+00:00,@AmazonHelp Yes but there is no response who is responsible this type of case,payment_billing,payment_billing,1,"We’re sorry you haven’t received a response yet. To determine who is handling your case and get it resolved, please contact Amazon Customer Support directly through the Help section in your account or by calling the customer service number listed there. Our team will review the details and follow up with the appropriate department.",True,
2910300,2017-11-28 21:49:10+00:00,@AmazonHelp Whats the point because the same thing is just going to be said then no ones going to get in contact with me. Ridiculous shouldn't take my money for no reason what so ever in the first place!,payment_billing,payment_billing,1,"@AmazonHelp I’m sorry you’re having this experience. To investigate the charge and arrange a refund, please share your order number and contact details through the Amazon Help Center so we can review the issue and get back to you promptly.",True,
2722368,2017-10-31 18:37:54+00:00,"@AmazonHelp but i just got an email saying i could list things, and i've been charged 19p for something",payment_billing,payment_billing,1,We’re sorry for the unexpected charge. Please contact Amazon Support by phone and ask to speak with Seller Support so we can review the email you received and the 19 p charge.,True,
2484050,2017-11-15 15:53:07+00:00,"@AmazonHelp I am disheartened by ur representative's actions. Statements like 'I can't help', can't transfer call and then hanging up on the customer shouldn't be practiced by any company, and definitely not by someone who is representing Amazon. Form filled. Awaiting response.",payment_billing,payment_billing,1,We’re sorry you experienced that level of service. We’ve received the details you submitted through the form and our team is reviewing the case. You’ll hear from us shortly via the contact method you provided. Thank you for your patience.,True,
2976448,2017-11-30 03:28:06+00:00,"@AmazonHelp Yes, they were both prime &amp; from the same seller both times.",prime_membership,prime_membership,1,"Thank you for confirming that both items were Prime and fulfilled by the same seller. To investigate this further, please contact Amazon Customer Service via phone or chat so we can review your orders and resolve the issue.",True,
2290689,2017-11-12 10:04:45+00:00,@AmazonHelp So why do they have prime attributes if not eligible for prime delivery?,prime_membership,prime_membership,1,"Sorry, we couldn't generate a complete response to your request. Please contact Amazon Support for further assistance.",True,
937282,2017-10-21 18:27:38+00:00,@AmazonHelp Prime video app for PS4. App and menus load but all titles are blank and app is unresponsive to any input.,prime_membership,prime_membership,1,"Hi there, sorry you’re experiencing this issue. Please try the following steps:

1. On your PS4, go to **Settings → Application Saved Data Management** and delete the Prime Video app data.  
2. Uninstall the Prime Video app from the home screen.  
3. Restart your PS4, then reinstall the Prime Video app from the PlayStation Store.  
4. After reinstalling, launch the app and sign in again.

If the problem persists, make sure your PS4 system software is up‑to‑date and try again. Let us know how it goes!",True,
2455770,2017-11-16 09:16:12+00:00,@AmazonHelp I got my wires crossed .. only the deluxe edition comes with early access .. I’ve got my hero code now .. thanks for the help,prime_membership,product_availability_pricing,0,"Glad we could help! Enjoy your game and the early‑access content. If you have any other questions, just let us know.",True,
2278650,2017-11-11 19:17:46+00:00,"@AmazonHelp Yes, but i'm just tired of paying for 2 day service and not getting it. 5 of my last 8 Prime orders were delivered in 3 days. Not impatient, but when I'm paying for a service, i expect it to be fulfilled.",prime_membership,prime_membership,1,"Hi – I’m sorry you’ve experienced delays with your Prime deliveries. Two‑Day Shipping covers the transit time after an item ships, and processing or carrier issues can sometimes add an extra day. If any of your orders missed the promised delivery window, please contact Amazon Customer Service so we can look into those specific shipments.",True,
2221858,2017-11-19 06:35:26+00:00,@AmazonHelp when a non prime user can buy it ?,prime_membership,prime_membership,1,"Sorry, we couldn't generate a complete response to your request. Please contact Amazon Support for further assistance.",True,
766907,2017-10-11 22:31:41+00:00,@AmazonHelp Prime member on Amazon.in,prime_membership,prime_membership,1,"Thanks for reaching out! To get help with your Amazon Prime membership on Amazon.in, please contact Amazon Support through the Help section of the website or app so they can review your account and address any questions you have.",True,
27883,2017-11-01 11:41:36+00:00,@AmazonHelp But I haven’t even consented to prime before I want my money back,prime_membership,prime_membership,1,"I’m sorry for the inconvenience. Please cancel the Prime membership in your account settings, and the charge will be refunded automatically. If you need further assistance, you can contact Amazon Support directly.",True,
74772,2017-11-30 11:09:27+00:00,"@AmazonHelp Deprioritized? How about ""neutralized."" I don't ever want you to use Amazon Logistics for me. It's a nightmare. I'm not paying Prime to have my packages delivered by my local pizza delivery guy. I wouldn't trust these people with breadsticks, let alone my Amazon purchases..",product_availability_pricing,delivery_issue,0,"We’re sorry to hear about your experience with Amazon Logistics. We understand you’d prefer not to use that carrier, and we can note your delivery preferences for future orders. Please contact Amazon Customer Service through the Help page so we can ensure a different carrier is used for your shipments. Thank you for sharing your feedback.",True,
137125,2017-11-24 10:45:18+00:00,@AmazonHelp The ‘buy tickets’ button doesn’t work on mobile or desktop and I think the date is incorrect too https://t.co/fYbEUuL5fS,product_availability_pricing,product_availability_pricing,1,Sorry to hear the Buy Tickets button isn’t working and the date appears incorrect. Please reach out to Amazon Support through the Help Center so we can investigate this issue and get it resolved for you.,True,
1558751,2017-11-04 14:23:17+00:00,"@AmazonHelp hmm, thanks. i'm wondering if it's actually an AD rather than a recommendation, as noted it's at the top, not among other recommendations,",product_availability_pricing,other_support,0,"Thanks for reaching out. The item you’re seeing at the top of the page is typically a sponsored product (an advertisement) rather than a standard recommendation. Sponsored products are paid placements and appear separately from the regular recommendation carousel. If you have any other questions, just let us know.",True,
1965788,2017-10-19 13:58:49+00:00,@AmazonHelp Here is my reply.. Thank you for ruining my Diwali by claiming false commitments.. It was my mistake to order something from you.. https://t.co/W5vU6xy0N1,product_availability_pricing,product_availability_pricing,1,"We’re sorry to hear about the trouble you’ve experienced and understand how disappointing this is, especially during Diwali. Please reach out to Amazon Customer Support through the Help section in your account so we can review your order and work toward a resolution.",True,
74790,2017-11-30 11:11:27+00:00,@AmazonHelp I’m just confused as to how a Speaker is Restricted?.. Is this exclusive to Amazon or will I be able to find it in stores upon release?,product_availability_pricing,product_availability_pricing,1,"Hi there! The “Restricted” label means the speaker is currently limited to certain sales channels—often it’s an Amazon‑exclusive offering or only available in specific regions. It may become available in other retail stores after the exclusive period ends, but we can’t confirm the exact timing. Please keep checking the product page for any updates, and feel free to let us know if you have any other questions.",True,
2965283,2017-11-29 22:45:14+00:00,@AmazonHelp it said $3.99 is that the total cost,product_availability_pricing,product_availability_pricing,1,"The $3.99 you see is the base price; the final total—including any taxes, fees, or shipping—will be displayed at checkout. If you’d like to confirm the exact amount before placing the order, please proceed to the checkout page where the complete cost breakdown is shown. If you have further questions, feel free to reach out to Amazon Support.",True,
616948,2017-11-22 14:23:03+00:00,"@AmazonHelp No, I wont be either. Sounds daft then to moan but I know things won’t improve. In a way I don’t really blame the delivery guy this time. They’re probably under pressure to hit unrealistic deadlines, getting penalised at every one they miss &amp; all for minimum wage or there abouts.",product_availability_pricing,delivery_issue,0,"We’re sorry to hear about the delivery delays and the pressure our drivers face. Your feedback is important, and we’d like to help resolve any issues with your order. Please contact Amazon Customer Service through the Help section in the app or on the website so we can look into this further.",True,
782744,2017-10-30 02:03:55+00:00,@AmazonHelp It was supppsed to be groceries for dinner but now it's looking like it's going to be too late for that,product_availability_pricing,delivery_issue,0,I’m sorry your groceries are running late and may miss dinner. Please reach out to Amazon Customer Service so we can investigate the delivery and explore options for you.,True,
972823,2017-10-22 05:08:12+00:00,"@AmazonHelp gd ur fake company products shld be visible to all.people will see ,how much u r making fool 2 customers. stop sell old n defective products",product_issue,product_issue,1,"We’re sorry to hear about your experience with the product you received. Your feedback about counterfeit or defective items is important to us, and we’d like to investigate further. Please reach out to Amazon Customer Support through the Help Center so we can review the details and work toward a resolution. Thank you for bringing this to our attention.",True,
1721625,2017-10-18 04:30:16+00:00,@AmazonHelp @951 I need your help asap. @115850 / @AmazonHelp tell me that Only Motorola can do anything about this.,product_issue,product_issue,1,"I’m sorry you’re having trouble with your Motorola product. Since we can’t view your order details here, the quickest way to get it resolved is to contact Amazon Customer Support directly via phone or chat. They’ll be able to verify your purchase and work with the manufacturer to find a solution. Please let us know if you need any further assistance.",True,
334862,2017-10-07 21:14:47+00:00,@AmazonHelp It's been fixed now but something that should've taken 5 minutes took an hour and 14 minutes of my Saturday. I was on hold for 20 mins+.,product_issue,other_support,0,"We’re sorry you had to wait so long and that a quick issue ended up taking over an hour on your Saturday. Thank you for sharing your feedback—we’ll pass it along to help improve our service. If you need any further assistance, please contact Amazon Customer Service.",True,
1529970,2017-11-03 20:02:09+00:00,"@AmazonHelp Thanks for responding quickly. It would be a very helpful skill to add, and it seems most of the parts are already in place!",product_issue,product_issue,1,"@AmazonHelp Thank you for your quick response and the suggestion. We’ll pass your idea along to the team for review. If you have any other questions or need further assistance, please let us know.",True,
328030,2017-10-07 17:25:14+00:00,"@AmazonHelp My comment was not about the carrier or the product, but rather spoke in objective terms about the seller's performance re: new vs used",product_issue,seller_marketplace,0,Thank you for clarifying that your comment was about the seller’s performance regarding new versus used items. We appreciate your feedback and will share it with the appropriate team. If you,True,
430021,2017-10-10 14:37:15+00:00,"@AmazonHelp Wagner brand brake pads and rotors, and Centric brand brake rotors. I wanted to make sure before I purchased you were an authorized dealer.",product_issue,product_availability_pricing,0,"Thanks for reaching out! To confirm whether the Wagner brake pads/rotors and Centric rotors are being sold by an authorized dealer, could you please share the product detail page link or the seller name shown on the listing? Once we have that, we’ll be able to verify it for you.",True,
619955,2017-11-22 17:03:56+00:00,"@AmazonHelp Yes, the issue persists. I tried with 4 cards. I don't have any more cards to try. I need help! Is there any way you can help?",product_issue,product_issue,1,"We’re sorry you’re still unable to complete the purchase even after trying multiple cards. Please reach out to Amazon Customer Support through the Help section so we can securely review your account and payment details. In the meantime, you might also verify with your bank that the card is active, the billing address matches, and there are no security blocks on the card. Our team will be happy to help you get this resolved.",True,
758384,2017-10-11 19:36:16+00:00,"@AmazonHelp Yes they were, I have private messaged you. You did this to a Harry Potter book. Be ashamed.",product_issue,product_issue,1,"Sorry, we couldn't generate a complete response to your request. Please contact Amazon Support for further assistance.",True,
71837,2017-11-30 10:10:41+00:00,@AmazonHelp Done. I am awaiting for my refund.......,refund,refund,1,Thanks for letting us know. We’re reviewing your refund request and will update you shortly—please keep an eye on your email for the confirmation.,True,
2167086,2017-11-09 10:08:17+00:00,@AmazonHelp I don't need standard responses what u mentioned. Give me time line when I will be getting my money refunded. Howmuch time do you need more.,refund,refund,1,"Hi @AmazonHelp, refunds are typically processed within 3‑5 business days after we receive the returned item. Once processed, the credit should appear in your account within 5‑7 business days. If you need the status for a specific order, please reach out to Amazon Customer Support directly for further assistance.",True,
