tweet_id,created_at,text,intent,label_notes
439704,2017-10-11 14:21:27+00:00,@AmazonHelp Is amazon people r illiterate ??? I said my account is locked then how i can enter in this link.. plz tell MM.. m really fade up,,
470797,2017-12-01 08:12:52+00:00,"@AmazonHelp Preordered the CE on 9/14, should arrive 12/1",,
675131,2017-11-23 11:03:35+00:00,@AmazonHelp yep and no doubt you've many complaints from others in this business space but it's been a few weeks now and you are still using this delivery person so nothing has changed.. after years of no issues it's a big problem for companies that use you many times daily like we do,,
1303682,2017-10-27 01:31:41+00:00,@AmazonHelp Amazon Logistics. Amazon customer service via the app told me they don't have contact with them. 2nd time that a local order was delayed,,
627681,2017-11-22 15:19:06+00:00,"@AmazonHelp I already checked tracking. The things I need won’t get here in time. And I ordered them for yesterday, leaving myself a buffer day, just in case.",,
1894066,2017-11-26 10:35:05+00:00,@AmazonHelp As I said..i have tried calling..but the call gets disconnected saying order details not found. What to do?,,
1986440,2017-10-18 18:52:05+00:00,@AmazonHelp Special Financing isn't coming up as an option on an order that it should qualify on for my Amazon Card.,,
2884069,2017-11-28 11:18:44+00:00,@AmazonHelp My order number is # 205-0650423-2409121,,
794511,2017-10-12 14:27:45+00:00,@AmazonHelp Yes... They asked it was no ckst but I got msg that bank will charge 1.08% ... please check with one plus and bank or else i will go legal,,
394895,2017-11-25 04:53:01+00:00,@AmazonHelp @115821 @119356 @115851 @209576 All d details are already with u. Why r u extending it unnecessarily. Stop doing this. Talk on d solution of GOODS REPLACEMENT. Indirectly it's ur failure. Either u or ur associat vendor has to bear the difference amount. Be prompt 🙏🙏,,
1421367,2017-11-02 08:33:30+00:00,@AmazonHelp I had some orders (although ordered same day) delivered to my assigned neighbour. Order no 205-0118279-8061179 i am waiting on.,,
1741030,2017-11-07 17:11:28+00:00,@AmazonHelp Problem is according to this I haven’t made any orders in the last 6 months 🤔 https://t.co/1Ki187eT5H,,
419869,2017-10-10 10:56:12+00:00,"@AmazonHelp Then give me the product at the same price, as that order.",,
2117607,2017-10-19 06:34:14+00:00,@AmazonHelp I shall cancel my prime. 2 orders in a row delayed and not told til supposed day of delivery. Unacceptable. And no offer of resolving.,,
1331138,2017-10-27 13:06:10+00:00,@AmazonHelp Sie kann ja nichts dafür. Sie hat mir nen Monat Prime geschenkt. Ich hoffe es kommt morgen sonst geh ich den MediaMarkt. 😀,,
2128997,2017-11-08 19:30:56+00:00,@AmazonHelp if I need these for tomorrow is there anything I can do to get replacements in hand tomorrow?,,
2198843,2017-11-10 02:23:31+00:00,"@AmazonHelp I understand things happen and not everyone is perfect but I have never had this level of incompetence in shipping before. Even my paper gets to my door every weekend, and I don’t pay as much for that as I do for Prime.",,
1556305,2017-11-04 12:26:52+00:00,"@AmazonHelp Not yet no, I only ordered it in the last hour just forgot to leave instructions so no carrier mentioned just yet?",,
21529,2017-11-15 15:51:57+00:00,@AmazonHelp Today when I was checking my ordereds I've come to know that refund not initiated for this product. When I called to customer care they said there is problem with product. I dont understand what's happening.,,
1346704,2017-10-19 21:29:09+00:00,"@AmazonHelp A year of prime membership gratis would be a great retention device but that isn’t on the table, I’ll just go to the store myself",,
64154,2017-11-30 08:18:08+00:00,@AmazonHelp They are just providing the details which is available in portal. Even they have increased the delivery date and it will be delivered on Monday.i placed order on last Monday ..ok and you will deliver on next monday. Even customer service dint guarantee it.,,
1709403,2017-11-07 01:32:11+00:00,@AmazonHelp A refund for my four part order but they trting to take back the fourth product and give me a gift card and I dont want a gift card,,
697250,2017-10-10 22:50:57+00:00,@AmazonHelp This is not helpful. I’ve spent 2+ hrs dealing w/yr customer service and you can’t seem to get this very simple order fulfilled.,,
1381531,2017-10-28 14:20:50+00:00,"@AmazonHelp I have mailed the drop-off receipt signed by Bluedart. Now, kindly initiate my refund. Today it is going to be 19 days. @AmazonHelp",,
603172,2017-12-03 22:50:42+00:00,"@AmazonHelp It doesnt say...this is the second time within last 2 months...will be returning this, since it will arrive too late",,
2297404,2017-11-12 14:28:58+00:00,"@AmazonHelp We have received your reply. We removed your access to this account because your card issuer disputed the original charge for this order and withdrew your payment. Because of this dispute, we have not received payment for the order. Once payment is made to Amazon, you will ...",,
525534,2017-12-02 09:46:45+00:00,"@AmazonHelp Escalated it to a supervisor and he managed to help fix the issue stating that Account had Australia Regional setting that was causing the issue, Video is working on laptop, iPad and Mobile now, @132976 still shows unavailable :(",,
83368,2017-11-30 14:07:36+00:00,"@AmazonHelp See for yourself, I am not getting any discount. As per the image on your T &amp; C page. Discount should be given here only. It means if I opt for a 9 month EMI then Rs1813 should be discounted from the total bill as that will be the interest charged on EMIs. https://t.co/m0tj7gF96G",,
2834217,2017-11-28 18:32:03+00:00,@AmazonHelp Maybe you should clearly state that so people know before they take out #AmazonPrime because I’m pretty sure that’s never been mentioned once!,,
1442548,2017-10-18 01:20:28+00:00,@AmazonHelp couldn't change the the delivery address? What I should do,,
1427394,2017-11-02 05:48:03+00:00,@AmazonHelp On link it's showing item not eligible for return.. stop making us fool...,,
717647,2017-10-11 01:01:50+00:00,@AmazonHelp No and that’s not the point! I wasn’t told the item was back ordered and I was supplied with false tracking information. My husband even,,
2252833,2017-11-10 21:26:24+00:00,"@AmazonHelp Hi, this is what nobody at Amazon is understanding. You had a GUARANTEED delivery today, not EXPECTED, not PROBABLY - but GUARANTEED. What is the point of a GUARANTEED delivery if it doesn't arrive and I have to wait 24 hours to find out what's going on?!?!?!?",,
176450,2017-11-25 00:35:10+00:00,@AmazonHelp There is some date they are saying that prevents them sending a replacement until Monday. So they are refunding. I am now speaking with a supervisor.,,
334093,2017-10-07 20:15:04+00:00,@AmazonHelp I used the chat. The specialist simply did a standard return/replacement. Nothing else. Just disappointed with lack of effort/care.,,
461357,2017-12-01 02:57:27+00:00,"@AmazonHelp well now it's saying sometime before Sunday. This isn't the Prime I'm used to, normally it's great!",,
1310948,2017-10-27 06:23:55+00:00,"@AmazonHelp Last order ONE item was NOT as described, ONE is delayed till Halloween, and the third item comes tomorrow.",,
524228,2017-12-02 19:54:52+00:00,@AmazonHelp What is the purpose of having amazon prime if my packages don't arrive in 2 days like it is expected? This is a consistent problem.,,
926334,2017-10-14 06:02:24+00:00,@AmazonHelp There is no enabled option. Like I said you have recently changed my delivery options because a few months ago I was able to get delivery,,
682607,2017-10-22 14:52:21+00:00,@AmazonHelp delivery agent said that u ppl msg without knowing the fact. He said it is holiday today @115850,,
863914,2017-10-20 17:33:33+00:00,@AmazonHelp Pls chk details on my Amazon login id preetivis20 . Tired of following up,,
1037164,2017-11-25 11:29:52+00:00,"@AmazonHelp The only advise I kept getting is ""We can't do anything, please wait for your order""...I've already spent entire day yesterday for GUARANTEED delivery and I CAN'T waste another day waiting for order that might or might not arrive!!!",,
886137,2017-10-21 09:18:31+00:00,"@AmazonHelp Bonjour, @132988 est le transporteur en charge de ma livraison",,
99978,2017-11-30 17:10:14+00:00,"@AmazonHelp That's a pretty bad answer when the product page says ""in stock, order within 23 and pick one day shipping to get it Saturday December 2""",,
2137900,2017-11-08 21:53:37+00:00,"@AmazonHelp It was sent to the correct address, there's no notice of attempted delivery, it was not in the office where I normally go pick up packages, it wasn't around my door, if a neighbor picked it up they haven't told me.",,
1050455,2017-11-25 12:45:21+00:00,"@AmazonHelp PT 1 One again ordered a parcel on my prime account. Got a message from driver saying parcel will be delivered yesterday between 2pm-3pm. No delivery came, checked app and said had been delivered to someone called Garry nothing to do with me. Phoned up they apologise like always",,
1791669,2017-10-17 23:59:31+00:00,@AmazonHelp Can I get a toll free number to call? My order was not only substantially delayed but virtually suspended.,,
1157935,2017-10-24 17:07:21+00:00,@AmazonHelp I absolutely will. Thank you for your help. I’ve been a LONG time Prime customer and this was a poorly handled call.,,
2116158,2017-11-08 13:47:33+00:00,@AmazonHelp I have been having an issue every time i purchase with the order is processed then after a while my acc is blocked. After providing billing info the acc is reinstated.. i got a virtual card loaded it same issue..,,
2744139,2017-11-20 19:32:58+00:00,@AmazonHelp I haven't ordered it. It's a present from someone.,,
440302,2017-10-25 17:48:38+00:00,"@AmazonHelp I have filled all the details. I want my refund, you all had taken so much time. I have no more patience to wait. @AmazonHelp @115850",,
407889,2017-10-09 22:39:26+00:00,@AmazonHelp you want to charge me instead of pay the one that was illegally deducted. Give me a solution now! https://t.co/p6cqBVra5w,,
18387,2017-11-01 06:03:49+00:00,@AmazonHelp I rather not take prime then and use the normal service as I don’t see any diff or advantages,,
2850759,2017-11-27 19:31:26+00:00,@AmazonHelp I contacted customer service and they have processed a refund for me. Lovely service! Thankyou ☺️,,
1346572,2017-10-27 17:20:45+00:00,"@AmazonHelp Get the delivery done, that's the only way u can help.",,
341573,2017-10-28 07:33:16+00:00,@AmazonHelp When is the prime music coming to India?,,
790608,2017-10-17 00:44:09+00:00,@AmazonHelp Already return requested through app..See in dm,,
2836963,2017-11-28 08:38:42+00:00,@AmazonHelp I mean that makes sense but it’s pretty disingenuous to call it one day delivery when it takes four days.,,
142900,2017-11-24 13:00:17+00:00,@AmazonHelp Okay... is there anyway to refund it back once claimed ?,,
347168,2017-10-08 05:01:21+00:00,@AmazonHelp It said Saturday when I placed the order,,
2909197,2017-11-29 06:12:34+00:00,"@AmazonHelp Hello, an account specialist contacted me via email asking me to verify my payment information by logging into my account and uploading a statement. They want me to log into my account which they have just said they have locked! I can't log in to do anything!",,
1531267,2017-11-04 13:22:13+00:00,@AmazonHelp It says to look for a notice of attempted delivery. I don't see one.,,
2459171,2017-11-15 07:39:53+00:00,"@AmazonHelp Once again that involves me downloading... I have the prime video app.. how do I open the app, and just find my TV on the wifi signal and connect. WITHOUT DOWNLOADING ANYTHING!",,
124816,2017-11-25 01:52:28+00:00,"@AmazonHelp #done that and pls say hi to the ""member of your team"" and pls don't make me write the same thing again and again because it's pretty simple. Delivery has been marked as delivered and it just has never arrived and has not happened.",,
1625460,2017-11-05 18:24:42+00:00,@AmazonHelp Amazon keeps shutting my account down,,
2872490,2017-11-28 03:29:34+00:00,@AmazonHelp So my membership means nothing? I might as well have ordered it somewhere else with free shipping.,,
479348,2017-12-01 13:07:11+00:00,"@AmazonHelp Nothing but ""unexpected fluctuations in supply and demand"". Maybe coincidence but I've had no issues with other products being delayed bar the past 2 video game preorders.",,
1719196,2017-11-26 05:19:41+00:00,@AmazonHelp Reason of cancellation courier guy dint locate me and ull cancelled from ur side n I dint received a call from ur courier guy,,
874864,2017-10-18 20:19:05+00:00,@AmazonHelp Done that - interestingly our son has Prime too and also says his item was delivered today but it hasn’t been !! And we pay for this!!!,,
969850,2017-10-22 08:03:48+00:00,@AmazonHelp Thanks. Is there any timeline on when I can use my firestick in Belgium for prime video?,,
21411,2017-11-04 06:40:46+00:00,@AmazonHelp I have clearly mentioned that I need the book for studies in next few days atleast. So I can not afford to return. And rather what solution I got from you is return of that order which I could have done anyway. I want different solution so I contacted you.,,
1143160,2017-10-16 06:34:22+00:00,"@AmazonHelp No email, in last mail u only claimed that received product is different mobile model, wherein I have given verified delivery to courier",,
259933,2017-10-05 21:13:30+00:00,"@AmazonHelp Just got a call from Chris at OnTrac. Package will be held at warehouse at 6pm. Inconvenient to have to go get it, but it’s a solution. Thx",,
260798,2017-10-05 21:20:26+00:00,"@AmazonHelp You've given it up until Wed 11th to be delivered, which is a bit extreme considering it was theoretically out for delivery this morning",,
701361,2017-11-23 17:27:47+00:00,@AmazonHelp Sold by Amazon and made by Amazon. It's was out for delivery. Yeah that is my next port of call to arrange full refund and cancellation of prime. Thanks.,,
164961,2017-11-24 19:53:42+00:00,"@AmazonHelp Still odd that One Day Delivery is showing at due in three days, but it makes a bit of sense. Thanks.",,
1325899,2017-10-16 14:18:59+00:00,@AmazonHelp There is no question of filling any form again. As per policy- I raised return request which was accepted by u. Now pickup is ur call.,,
549366,2017-12-02 19:18:53+00:00,@AmazonHelp #stillonhold #amazon #amazonprime #disgustingservice,,
2764476,2017-11-21 08:43:28+00:00,"@AmazonHelp Hi thanks, I've seen this but this is to rent. Is there a date when it will be available to stream as part of Amazon prime subscription?",,
980145,2017-11-02 14:33:19+00:00,@AmazonHelp No refund generated yet. What is this @115851 @115821 @AmazonHelp,,
2419721,2017-10-29 16:38:10+00:00,"@AmazonHelp It remained in local delivery place for 7 days, after which it was delivered. Total 15 days, me being a prime member.Is this prime service?",,
2817137,2017-11-27 13:56:24+00:00,"@AmazonHelp Screen for payment option is not reachable , password is sought repeatedly",,
2487074,2017-11-15 17:06:04+00:00,@AmazonHelp Yes but they have no idea what they are doing I email them and get a different response they haven't got a clue what they are doing your company is laughable I wish you could see all the emails I have received promising refunds that didn't happen until the bank dispute 1/1,,
1346654,2017-10-27 17:46:42+00:00,@AmazonHelp None other than ‘wait’ and ‘ customs delay’ and new fictitious delivery timelines created . Read notes on my account- u have access..,,
2907763,2017-11-28 20:33:43+00:00,"@AmazonHelp The way they operate means as soon as you order from them, you’re trapped into paying them money, whether they actually deliver the item or not. None of these things are stated on their Amazon page. The guy I spoke to was also aggressive &amp; rude. Seemed to think he could bully",,
2378221,2017-11-14 05:48:09+00:00,"@AmazonHelp I’m in Canada. It’s Battlefront 2 I preordered. Earlier today it said I’d have it on the 14th by 8pm. But when it shipped they are now saying the 15th. May have to do with the holiday, Remembrance Day.",,
2437750,2017-10-29 16:45:49+00:00,@AmazonHelp You’re missing the delivery date the chat rep guaranteed. Check my chats with support,,
135096,2017-11-24 14:10:20+00:00,@AmazonHelp Again a lie. The product was manufactred much earlier and MRP printed is 320. Amount charged now is 340 in full violation. Wish you see the pics. You dont even acknowledge.@1560 @131027,,
2531290,2017-11-16 16:46:00+00:00,"@AmazonHelp I understand it wasn't intentional. I just wanted your word that you are working on the order and update me as soon as it is released out of customs. Instead you kept saying ""I have escalated the issue to concern team. I request you to give us 24-48 hrs to work on this issue.""",,
1869767,2017-11-08 05:26:22+00:00,"@AmazonHelp My card was already charged, but the status says ""shipping soon"". I am concerned that if my order hasn't even been shipped, then how will it be delivered by the date Amazon sets? But I will wait until the 10th to see if my order gets home.",,
641663,2017-11-22 22:39:09+00:00,@AmazonHelp Once again on the phone. It has been multiple shippers. Right now waiting on lasership and a supervisor. Your company is a joke! #boycottprime #holidayshopping,,
476107,2017-12-01 11:07:20+00:00,"@AmazonHelp I used my 6-month trial already, but how can I sign up for Prime Student on its own?",,
2529970,2017-10-30 10:03:14+00:00,@AmazonHelp You tell me. I specifically ordered something to be delivered for yesterday between 6pm and 10pm. Waited all day. Got email at 9:43pm that attempt was made. That was pure lies. No one had attempted to deliver. Door bell working and I was at home.,,
348202,2017-10-08 18:03:37+00:00,@AmazonHelp It's ok it was my last order from @AmazonHelp @115821 @115850,,
142887,2017-11-25 03:58:04+00:00,"@AmazonHelp I tried calling on customer care number, I guess the whole process is complicated. I havent received my product yet, I ordered it yesterday!!",,
981971,2017-10-22 14:39:53+00:00,@AmazonHelp I’m not prepared to return it as I’m in the middle of reading it! Any other solution? #needabook #constantreader @115830,,
793320,2017-10-12 18:57:22+00:00,@AmazonHelp You told me to call back the next day as USPS were closed. So I asked for a replacement. And you tried to give me a refund in an Amazon gift card rather than back to my credit card. None of which solves your 11217 problem.,,
113800,2017-11-23 21:09:26+00:00,"@AmazonHelp I did place an order (at amazon uk though) after cancelling, but that was two weeks ago. Also I made sure to not tick any of the several dozens Prime membership buttons when ordering.",,
468797,2017-12-01 06:55:04+00:00,"@AmazonHelp Of course I have set up my delivery preferences: my kind neighbour - full details are on my account and other neighbours take parcels too. A waste of time if delivery preferences aren’t read, don’t you think?",,
739693,2017-10-11 14:05:26+00:00,"@AmazonHelp Thanks for the clarification, but even if the charges are levied by the seller, they are too steep &amp; dont warrant a buy!",,
1536954,2017-11-04 00:49:27+00:00,@AmazonHelp Sounds like you're just as lazy as your delivery person who didn't feel like entering the provided access code!,,
785797,2017-10-12 09:03:04+00:00,@AmazonHelp Yes I've searched it too. I've tried changing the password several times but still says unlocked,,
2269145,2017-11-11 10:45:31+00:00,@AmazonHelp Its fine for us... Atleast everyone should know how you are running you business. I believe you are not understanding our difficulties. Why to fill form again and again for your mistake. Call us by finding our no from orderid😡😡😡😡 #amazonfraud #worstamazonin,,
206978,2017-10-05 13:22:03+00:00,@AmazonHelp I didn't ask for a refund I was referring to the options. My 11yr is looking forward to the text.,,
2922474,2017-11-29 02:16:18+00:00,"@AmazonHelp It's fed ex, my package that was supposed to be delivered today is in California... I'm in Texas...",,
1046106,2017-10-23 11:08:43+00:00,"@AmazonHelp Non riconosce il mio account come prime, quindi mi chiede di pagare l'invio…",,
1800790,2017-10-18 01:23:22+00:00,@AmazonHelp The delivery date has been updated 4 times. the first time the delivery was on September 22th. the second delivery date was on October 3rd. the next one was yesterday. and the current one on October 28.,,
2877774,2017-11-28 08:50:56+00:00,@AmazonHelp Given link ask for login but login cannot be done as account is locked 😀,,
2285495,2017-11-11 17:11:09+00:00,@AmazonHelp Ordered many times qnd its never taken this long,,
78715,2017-11-30 13:01:34+00:00,@AmazonHelp Not yet. Still waiting for a rescheduled delivery date.,,
2794249,2017-11-21 22:02:01+00:00,"@AmazonHelp One tomorrow, and one later this week. The shipping status changes depending on what screen I’m on when checking order status. Just seemed odd that my last two ordered have been having shipping issues. Totally a first world problem that is probably resolvable if I wait a day lol",,
2290988,2017-11-12 09:47:39+00:00,"@AmazonHelp Thank you for your reply, order has been charged twice and taken twice from bank account..",,
1953386,2017-11-16 10:35:39+00:00,@AmazonHelp I just dont understand how i get instantly charged the money comes straight out yet i have to wait upto a week for the money back! I still don't know if the refund has been issued,,
1744090,2017-11-11 12:23:41+00:00,"@AmazonHelp Let me know, when I refused my product on 17.10.17, on which date my product was shipped for returned to you???",,
2306825,2017-11-13 01:09:50+00:00,@AmazonHelp Yes and I reset my password and it try to put in the new password and it says it’s wrong again..,,
1229696,2017-10-25 21:03:24+00:00,@AmazonHelp This is my 4th time ordering a package and YOUR carriers have messed up my delivery.,,
2685158,2017-11-26 23:25:12+00:00,"@AmazonHelp Also, it isn't that I do not want to address the issue, it is simply that we have done this dance before. I email, they apologise, delivery tomorrow or day after. Will let someone know. No change. Otherwise love Amazon support.",,
