conversation_id,message_count,customer_messages,amazon_messages,is_multi_turn
1331881,29,12,17,True
28908,29,14,15,True
872183,29,14,15,True
1488799,29,16,13,True
803976,29,16,13,True
832693,29,14,15,True
528212,29,20,9,True
383322,29,17,12,True
791548,29,15,14,True
665631,29,15,14,True
1620654,29,19,10,True
394427,28,15,13,True
238111,28,16,12,True
910631,28,16,12,True
276433,28,13,15,True
889427,28,19,9,True
969863,28,13,15,True
381974,28,12,16,True
182916,28,14,14,True
500869,28,16,12,True
1953392,28,16,12,True
469397,28,16,12,True
20466,28,16,12,True
440084,28,14,14,True
74580,28,14,14,True
665555,28,14,14,True
238916,27,13,14,True
2279417,27,13,14,True
959296,27,13,14,True
1718732,27,12,15,True
227865,27,13,14,True
122723,27,15,12,True
2309715,27,13,14,True
445501,27,14,13,True
2337939,27,16,11,True
383252,27,16,11,True
319394,27,17,10,True
235706,27,17,10,True
927518,27,15,12,True
831765,27,13,14,True
382332,27,18,9,True
735711,27,13,14,True
1073730,27,12,15,True
180342,27,13,14,True
439333,27,15,12,True
1545711,27,14,13,True
815513,27,9,18,True
1557688,26,13,13,True
2064358,26,15,11,True
1114949,26,13,13,True
323302,26,12,14,True
1190237,26,13,13,True
643756,26,14,12,True
2895977,26,14,12,True
287908,26,12,14,True
2663785,26,16,10,True
2915863,26,20,6,True
271909,26,12,14,True
182872,26,14,12,True
249864,26,16,10,True
304430,26,12,14,True
380750,26,16,10,True
224249,26,12,14,True
1223636,26,16,10,True
1137396,26,11,15,True
2265541,26,15,11,True
682623,26,14,12,True
467514,26,12,14,True
1265676,25,15,10,True
36576,25,14,11,True
1498553,25,10,15,True
142156,25,13,12,True
132370,25,13,12,True
2565524,25,12,13,True
627338,25,12,13,True
152109,25,13,12,True
651575,25,12,13,True
222890,25,12,13,True
970605,25,11,14,True
277099,25,12,13,True
995474,25,13,12,True
356682,25,13,12,True
857798,25,19,6,True
757758,25,11,14,True
283120,25,16,9,True
1209103,25,11,14,True
870153,25,17,8,True
782419,25,13,12,True
2477469,25,18,7,True
434563,25,12,13,True
281680,25,13,12,True
439684,25,14,11,True
962075,25,10,15,True
1384474,25,12,13,True
279899,25,13,12,True
2212122,25,12,13,True
35925,25,12,13,True
1278703,25,7,18,True
98811,25,12,13,True
2502242,25,20,5,True
2151103,24,14,10,True
856046,24,13,11,True
927587,24,11,13,True
26978,24,12,12,True
777209,24,12,12,True
2171072,24,11,13,True
2216651,24,12,12,True
633643,24,14,10,True
350329,24,12,12,True
21046,24,11,13,True
317918,24,16,8,True
281336,24,10,14,True
1873865,24,14,10,True
332008,24,12,12,True
873758,24,15,9,True
787550,24,14,10,True
737109,24,12,12,True
1602264,24,14,10,True
2956991,24,17,7,True
1488721,24,10,14,True
1830693,24,14,10,True
275520,24,12,12,True
191710,24,11,13,True
1311327,24,11,13,True
2318146,24,12,12,True
428985,24,12,12,True
1053522,24,11,13,True
1096648,24,14,10,True
1763192,24,15,9,True
878842,24,14,10,True
919456,24,13,11,True
280627,24,13,11,True
247032,23,11,12,True
2269217,23,12,11,True
69749,23,11,12,True
1596985,23,12,11,True
380214,23,12,11,True
282505,23,10,13,True
973963,23,12,11,True
1573601,23,13,10,True
946599,23,13,10,True
2840218,23,11,12,True
843614,23,11,12,True
1421965,23,11,12,True
1260835,23,11,12,True
1682741,23,10,13,True
1423071,23,12,11,True
2722600,23,12,11,True
535012,23,13,10,True
127970,23,12,11,True
277240,23,11,12,True
244102,23,12,11,True
1042305,23,10,13,True
468788,23,10,13,True
80530,23,11,12,True
871114,23,13,10,True
1379547,23,14,9,True
2463057,23,13,10,True
348788,23,12,11,True
871187,23,12,11,True
1232101,23,9,14,True
2317879,23,13,10,True
1592451,23,12,11,True
579092,23,15,8,True
2814414,23,11,12,True
1398891,23,12,11,True
1099744,23,11,12,True
25888,23,12,11,True
359213,23,10,13,True
21533,23,15,8,True
2403829,23,12,11,True
428975,23,13,10,True
343871,23,12,11,True
1824785,23,12,11,True
128086,23,11,12,True
752944,23,13,10,True
2176333,23,13,10,True
1060496,23,12,11,True
2889197,23,11,12,True
1408075,22,11,11,True
973491,22,11,11,True
2877768,22,10,12,True
605112,22,11,11,True
379607,22,12,10,True
2827242,22,15,7,True
1665795,22,11,11,True
665597,22,11,11,True
237721,22,11,11,True
315280,22,11,11,True
1095955,22,13,9,True
419845,22,11,11,True
1600412,22,10,12,True
1120463,22,14,8,True
1240456,22,13,9,True
991678,22,13,9,True
1919761,22,14,8,True
1114872,22,13,9,True
562871,22,12,10,True
510308,22,12,10,True
1129343,22,11,11,True
1771723,22,12,10,True
1437430,22,13,9,True
2290193,22,12,10,True
787159,22,9,13,True
222805,22,11,11,True
1682651,22,11,11,True
657964,22,12,10,True
2319752,22,13,9,True
643852,22,9,13,True
888361,22,12,10,True
1693705,22,12,10,True
525640,22,14,8,True
384158,22,13,9,True
409320,22,13,9,True
2854267,22,12,10,True
264783,22,11,11,True
2392656,22,11,11,True
1179635,22,14,8,True
141092,22,11,11,True
2254535,22,13,9,True
1209047,22,10,12,True
1204440,22,14,8,True
1325496,22,11,11,True
182561,22,11,11,True
1357654,22,11,11,True
101213,21,13,8,True
1248262,21,12,9,True
1668323,21,14,7,True
1041250,21,14,7,True
694376,21,9,12,True
684733,21,10,11,True
367401,21,12,9,True
1423021,21,13,8,True
2137434,21,11,10,True
206813,21,10,11,True
726107,21,10,11,True
1673679,21,15,6,True
841261,21,10,11,True
619113,21,10,11,True
836874,21,11,10,True
481574,21,15,6,True
2954375,21,11,10,True
440462,21,11,10,True
935822,21,15,6,True
1668300,21,16,5,True
972752,21,10,11,True
911191,21,13,8,True
1477411,21,15,6,True
2154156,21,10,11,True
1363530,21,11,10,True
2290591,21,10,11,True
1123348,21,9,12,True
2290848,21,10,11,True
972640,21,13,8,True
185809,21,9,12,True
1407652,21,16,5,True
16795,21,10,11,True
369186,21,10,11,True
1741738,21,9,12,True
735683,21,8,13,True
2679209,21,11,10,True
2105833,21,10,11,True
480418,21,10,11,True
1217475,21,12,9,True
2599084,21,11,10,True
397413,21,10,11,True
1240403,21,12,9,True
2311453,21,11,10,True
442906,21,11,10,True
2179055,21,11,10,True
644068,21,10,11,True
1511964,21,11,10,True
348658,21,7,14,True
980622,21,10,11,True
1553274,21,13,8,True
230895,21,12,9,True
774212,21,10,11,True
1715322,21,13,8,True
1553205,21,13,8,True
420966,21,12,9,True
307210,20,10,10,True
2584177,20,11,9,True
349425,20,9,11,True
226417,20,9,11,True
2843813,20,10,10,True
115902,20,11,9,True
2360465,20,11,9,True
2367942,20,12,8,True
1034706,20,9,11,True
1744039,20,10,10,True
388389,20,10,10,True
2291418,20,10,10,True
1456415,20,9,11,True
138193,20,11,9,True
2269087,20,10,10,True
969624,20,13,7,True
331233,20,13,7,True
358786,20,15,5,True
360709,20,10,10,True
1570767,20,10,10,True
1081405,20,8,12,True
2192569,20,10,10,True
812422,20,10,10,True
951832,20,12,8,True
207558,20,9,11,True
204999,20,11,9,True
1312993,20,10,10,True
1387083,20,10,10,True
311541,20,10,10,True
1537543,20,13,7,True
1278979,20,10,10,True
179217,20,11,9,True
2823188,20,11,9,True
762482,20,11,9,True
12533,20,10,10,True
387996,20,9,11,True
1422821,20,10,10,True
2893080,20,11,9,True
665678,20,11,9,True
1553762,20,9,11,True
2669980,20,10,10,True
923773,20,10,10,True
1676662,20,8,12,True
2923453,20,10,10,True
885370,20,9,11,True
49989,20,10,10,True
182967,20,9,11,True
180795,20,10,10,True
1152614,19,10,9,True
89102,19,11,8,True
1771749,19,9,10,True
95299,19,11,8,True
360199,19,10,9,True
994196,19,11,8,True
701408,19,9,10,True
2484022,19,9,10,True
299587,19,10,9,True
291363,19,13,6,True
919048,19,8,11,True
663742,19,10,9,True
969948,19,8,11,True
1212233,19,8,11,True
431194,19,9,10,True
1104583,19,10,9,True
1240500,19,10,9,True
494802,19,11,8,True
957568,19,9,10,True
111721,19,11,8,True
1367673,19,8,11,True
2282017,19,10,9,True
24941,19,9,10,True
1061363,19,8,11,True
138937,19,11,8,True
1250235,19,14,5,True
427325,19,10,9,True
80561,19,9,10,True
2278303,19,9,10,True
140917,19,9,10,True
872277,19,11,8,True
2379838,19,10,9,True
2393534,19,12,7,True
965238,19,10,9,True
180651,19,8,11,True
1691920,19,12,7,True
854338,19,13,6,True
1466079,19,9,10,True
1151150,19,11,8,True
721309,19,9,10,True
2603027,19,9,10,True
384434,19,8,11,True
1755283,19,11,8,True
1258269,19,10,9,True
1524035,19,12,7,True
396896,19,9,10,True
2110287,19,13,6,True
288306,19,14,5,True
2104991,19,10,9,True
1223542,19,9,10,True
2828746,19,11,8,True
301833,19,10,9,True
1486623,19,7,12,True
877628,19,8,11,True
135123,19,9,10,True
2549470,19,7,12,True
878767,19,9,10,True
2549013,19,10,9,True
956274,19,9,10,True
955633,19,11,8,True
2950859,19,11,8,True
923686,19,10,9,True
971072,19,10,9,True
2560215,19,10,9,True
298962,19,16,3,True
598981,19,10,9,True
1204464,18,9,9,True
331273,18,9,9,True
965179,18,10,8,True
272655,18,6,12,True
180929,18,11,7,True
1178868,18,14,4,True
64055,18,9,9,True
71064,18,9,9,True
206007,18,9,9,True
1667170,18,8,10,True
19133,18,8,10,True
2434584,18,7,11,True
312106,18,7,11,True
422706,18,11,7,True
429082,18,10,8,True
130341,18,9,9,True
1127212,18,10,8,True
80661,18,11,7,True
1456343,18,9,9,True
2296801,18,9,9,True
277103,18,10,8,True
594541,18,9,9,True
111799,18,11,7,True
2349507,18,9,9,True
2369658,18,9,9,True
21463,18,8,10,True
1082243,18,9,9,True
635718,18,9,9,True
108104,18,9,9,True
2381775,18,15,3,True
1013767,18,12,6,True
1028975,18,9,9,True
1394547,18,9,9,True
505829,18,9,9,True
1121307,18,10,8,True
1406580,18,10,8,True
313841,18,12,6,True
1271836,18,10,8,True
676911,18,11,7,True
835125,18,8,10,True
1766824,18,10,8,True
790174,18,8,10,True
1770181,18,12,6,True
2419834,18,9,9,True
1648028,18,11,7,True
1673016,18,8,10,True
682499,18,9,9,True
1492708,18,13,5,True
888187,18,10,8,True
2176502,18,9,9,True
246940,18,7,11,True
1266321,18,9,9,True
1822317,18,9,9,True
1464066,18,10,8,True
1633187,18,13,5,True
2111118,18,9,9,True
438683,18,12,6,True
1681776,18,9,9,True
206112,18,12,6,True
440506,18,10,8,True
487641,18,10,8,True
207618,18,9,9,True
91380,18,9,9,True
1515319,18,10,8,True
445604,18,9,9,True
1318173,18,9,9,True
1212700,18,9,9,True
257150,18,9,9,True
285608,18,7,11,True
934328,18,9,9,True
527759,18,9,9,True
1260201,18,12,6,True
277198,18,9,9,True
969144,18,11,7,True
2578551,18,12,6,True
1379894,18,8,10,True
318433,18,12,6,True
440991,18,8,10,True
2522233,18,10,8,True
780017,18,11,7,True
1850529,18,10,8,True
2472480,18,9,9,True
1492683,18,9,9,True
279421,18,8,10,True
2485628,18,9,9,True
319793,18,9,9,True
343685,18,10,8,True
814308,18,9,9,True
735262,18,10,8,True
549352,18,13,5,True
1723384,18,9,9,True
230153,18,10,8,True
1489172,18,11,7,True
874866,18,12,6,True
1953434,18,11,7,True
1713126,18,11,7,True
2825584,18,9,9,True
2496038,18,11,7,True
58126,18,11,7,True
1577218,18,10,8,True
1573507,18,13,5,True
972805,18,9,9,True
399102,18,6,12,True
2904963,18,9,9,True
2886488,17,8,9,True
1621273,17,10,7,True
576510,17,10,7,True
455474,17,13,4,True
431598,17,8,9,True
2921366,17,9,8,True
1387182,17,8,9,True
2841720,17,9,8,True
440174,17,9,8,True
439809,17,8,9,True
713324,17,10,7,True
306579,17,12,5,True
894253,17,8,9,True
644755,17,8,9,True
1396131,17,8,9,True
739758,17,9,8,True
2710876,17,8,9,True
2553913,17,9,8,True
2560161,17,8,9,True
1838957,17,10,7,True
1472708,17,10,7,True
793332,17,7,10,True
1953638,17,8,9,True
38101,17,9,8,True
1267626,17,8,9,True
1731475,17,8,9,True
49912,17,7,10,True
2945456,17,8,9,True
2073882,17,9,8,True
651624,17,9,8,True
643720,17,8,9,True
1326867,17,8,9,True
1739074,17,14,3,True
40411,17,8,9,True
778922,17,6,11,True
105133,17,9,8,True
2825457,17,9,8,True
854494,17,7,10,True
1883239,17,9,8,True
550501,17,11,6,True
769610,17,8,9,True
2529259,17,8,9,True
301047,17,10,7,True
2154079,17,8,9,True
1366978,17,9,8,True
914141,17,8,9,True
2473364,17,8,9,True
329202,17,8,9,True
21940,17,10,7,True
333123,17,9,8,True
1129366,17,9,8,True
1166680,17,9,8,True
141933,17,10,7,True
986947,17,9,8,True
124799,17,10,7,True
2373334,17,11,6,True
1488742,17,8,9,True
1121758,17,7,10,True
26877,17,8,9,True
1239732,17,9,8,True
985099,17,10,7,True
2298484,17,10,7,True
1449081,17,8,9,True
2530727,17,12,5,True
420654,17,8,9,True
1568113,17,11,6,True
2903518,17,9,8,True
419012,17,7,10,True
1568155,17,8,9,True
62133,17,10,7,True
637197,17,10,7,True
1265280,17,8,9,True
1042254,17,9,8,True
2663006,17,11,6,True
1096675,17,8,9,True
2306085,17,10,7,True
1393859,17,8,9,True
176401,17,8,9,True
986884,17,8,9,True
1255687,17,9,8,True
916547,17,9,8,True
282772,17,9,8,True
1457277,17,9,8,True
423431,17,8,9,True
2758138,17,8,9,True
2766263,17,8,9,True
28430,17,11,6,True
1860991,17,10,7,True
1474028,17,9,8,True
281934,17,9,8,True
331301,17,12,5,True
1562367,17,8,9,True
1034742,17,7,10,True
274687,17,8,9,True
382732,17,12,5,True
803943,17,9,8,True
832905,17,9,8,True
285135,17,8,9,True
1029683,17,8,9,True
2456094,17,9,8,True
1493291,17,8,9,True
18921,17,9,8,True
2677385,17,10,7,True
1100447,17,10,7,True
1261830,17,9,8,True
245877,17,9,8,True
808150,17,8,9,True
820091,17,9,8,True
940435,16,8,8,True
431160,16,7,9,True
16823,16,6,10,True
479401,16,8,8,True
1108179,16,7,9,True
588762,16,8,8,True
199244,16,8,8,True
236167,16,8,8,True
273838,16,7,9,True
1843544,16,10,6,True
1739029,16,9,7,True
446781,16,8,8,True
1057375,16,7,9,True
897613,16,7,9,True
898381,16,8,8,True
842301,16,12,4,True
2752070,16,8,8,True
789691,16,9,7,True
1770502,16,10,6,True
897107,16,7,9,True
1953344,16,8,8,True
844128,16,9,7,True
2468632,16,7,9,True
1650800,16,7,9,True
1337158,16,8,8,True
910669,16,7,9,True
1666611,16,9,7,True
1056814,16,8,8,True
11018,16,10,6,True
295852,16,9,7,True
2522326,16,8,8,True
472426,16,8,8,True
754991,16,7,9,True
746686,16,11,5,True
191530,16,8,8,True
2827669,16,8,8,True
746717,16,7,9,True
759733,16,7,9,True
2835633,16,9,7,True
1699316,16,9,7,True
2652369,16,8,8,True
421744,16,8,8,True
575311,16,8,8,True
1426161,16,13,3,True
179165,16,7,9,True
311599,16,9,7,True
1412824,16,9,7,True
2102453,16,12,4,True
1665283,16,11,5,True
1662612,16,10,6,True
1474795,16,8,8,True
1674889,16,10,6,True
225524,16,8,8,True
1384785,16,10,6,True
662753,16,9,7,True
980031,16,9,7,True
1041198,16,7,9,True
643684,16,7,9,True
665417,16,8,8,True
851669,16,7,9,True
1381518,16,7,9,True
280693,16,8,8,True
572404,16,8,8,True
2399194,16,8,8,True
2385446,16,9,7,True
682534,16,7,9,True
2762727,16,10,6,True
162139,16,9,7,True
921196,16,10,6,True
260397,16,9,7,True
158645,16,8,8,True
839375,16,6,10,True
524911,16,11,5,True
665154,16,8,8,True
2283481,16,9,7,True
2418452,16,9,7,True
2192613,16,9,7,True
1297378,16,8,8,True
324465,16,10,6,True
180980,16,8,8,True
1435706,16,7,9,True
1211669,16,9,7,True
231826,16,7,9,True
812499,16,9,7,True
382781,16,9,7,True
817617,16,8,8,True
377930,16,9,7,True
1880179,16,11,5,True
2128903,16,6,10,True
2141318,16,9,7,True
1254146,16,8,8,True
285086,16,8,8,True
590003,16,8,8,True
1225707,16,9,7,True
1225727,16,6,10,True
1710374,16,8,8,True
247456,16,8,8,True
1193424,16,7,9,True
862545,16,13,3,True
332395,16,11,5,True
1357879,16,9,7,True
1379363,16,7,9,True
1009212,16,9,7,True
492134,16,8,8,True
1008475,16,6,10,True
2296501,16,8,8,True
1121247,16,10,6,True
605193,16,8,8,True
140974,16,13,3,True
994284,16,8,8,True
992319,16,11,5,True
2283720,16,10,6,True
2273508,16,9,7,True
2280449,16,9,7,True
2289163,16,8,8,True
180252,16,7,9,True
1137896,16,9,7,True
1130233,16,8,8,True
676192,16,9,7,True
2312315,16,10,6,True
352094,16,7,9,True
144011,16,8,8,True
2318572,16,8,8,True
2471308,16,8,8,True
1578330,16,8,8,True
1425342,16,8,8,True
447239,16,8,8,True
2318954,16,8,8,True
398764,16,7,9,True
419214,16,9,7,True
2903571,16,8,8,True
2884852,15,8,7,True
2529727,15,7,8,True
578439,15,8,7,True
419429,15,8,7,True
576015,15,8,7,True
2378633,15,10,5,True
422944,15,8,7,True
422261,15,7,8,True
1563230,15,10,5,True
1562868,15,6,9,True
1570882,15,5,10,True
725248,15,8,7,True
1421344,15,7,8,True
1667768,15,7,8,True
931564,15,9,6,True
1393982,15,7,8,True
1031586,15,9,6,True
1024267,15,10,5,True
28898,15,7,8,True
1086020,15,10,5,True
2308341,15,7,8,True
1097669,15,10,5,True
288217,15,8,7,True
436399,15,6,9,True
392212,15,7,8,True
2882578,15,10,5,True
2352235,15,9,6,True
1058043,15,7,8,True
2341986,15,8,7,True
1598752,15,7,8,True
75913,15,7,8,True
1087642,15,6,9,True
351912,15,7,8,True
239448,15,8,7,True
1151094,15,9,6,True
571683,15,8,7,True
1400641,15,6,9,True
1645618,15,8,7,True
1545759,15,12,3,True
2338830,15,9,6,True
2922570,15,11,4,True
225488,15,7,8,True
391663,15,6,9,True
1001047,15,8,7,True
134983,15,7,8,True
179917,15,6,9,True
444267,15,9,6,True
444394,15,7,8,True
671658,15,9,6,True
721253,15,6,9,True
1325886,15,11,4,True
2329600,15,8,7,True
2335805,15,5,10,True
977730,15,11,4,True
308194,15,8,7,True
627123,15,6,9,True
2855208,15,10,5,True
753523,15,10,5,True
386843,15,7,8,True
1373231,15,10,5,True
134987,15,10,5,True
353620,15,9,6,True
982342,15,9,6,True
132411,15,7,8,True
990733,15,7,8,True
349409,15,6,9,True
1239334,15,8,7,True
2298802,15,8,7,True
561724,15,8,7,True
1377711,15,7,8,True
809437,15,7,8,True
2845579,15,7,8,True
438912,15,8,7,True
226090,15,6,9,True
343698,15,8,7,True
1718660,15,10,5,True
356758,15,7,8,True
977761,15,9,6,True
1141953,15,6,9,True
1155173,15,6,9,True
2276771,15,8,7,True
1806943,15,8,7,True
114313,15,7,8,True
1125283,15,8,7,True
1480813,15,6,9,True
1482902,15,4,11,True
2025571,15,8,7,True
494930,15,7,8,True
1734588,15,7,8,True
551880,15,9,6,True
2389686,15,7,8,True
2795362,15,9,6,True
753541,15,8,7,True
1149655,15,7,8,True
968611,15,11,4,True
1135093,15,10,5,True
1151729,15,6,9,True
1727985,15,10,5,True
1536177,15,7,8,True
1485357,15,11,4,True
1752477,15,7,8,True
71874,15,7,8,True
857863,15,6,9,True
665187,15,7,8,True
609361,15,7,8,True
923940,15,12,3,True
1209496,15,8,7,True
981181,15,11,4,True
1223691,15,8,7,True
866148,15,9,6,True
1905505,15,7,8,True
1736146,15,11,4,True
294837,15,9,6,True
909524,15,7,8,True
343774,15,7,8,True
877668,15,7,8,True
447210,15,7,8,True
269815,15,7,8,True
182988,15,6,9,True
841771,15,7,8,True
843187,15,8,7,True
1137407,15,7,8,True
863348,15,7,8,True
2216895,15,8,7,True
222711,15,7,8,True
1189483,15,7,8,True
261690,15,11,4,True
954904,15,8,7,True
172233,15,10,5,True
793300,15,8,7,True
1287013,15,6,9,True
1410355,15,7,8,True
542100,15,9,6,True
1312532,15,9,6,True
232691,15,6,9,True
1432248,15,9,6,True
279336,15,6,9,True
283177,15,8,7,True
18947,15,5,10,True
650059,15,7,8,True
2195586,15,8,7,True
1505496,15,8,7,True
366917,15,8,7,True
840436,15,7,8,True
2111058,15,7,8,True
534971,15,8,7,True
236210,15,8,7,True
2104326,15,8,7,True
383280,15,8,7,True
246341,15,8,7,True
1689262,15,7,8,True
930160,15,7,8,True
226340,15,9,6,True
286271,15,10,5,True
2457785,15,8,7,True
1608661,15,9,6,True
1777541,15,7,8,True
689447,15,7,8,True
817573,15,6,9,True
2474835,15,8,7,True
914215,15,6,9,True
290430,15,8,7,True
2470151,15,7,8,True
382910,15,6,9,True
919874,15,8,7,True
1748568,15,10,5,True
685755,15,7,8,True
2460733,15,7,8,True
469693,15,7,8,True
420999,15,9,6,True
2420279,15,7,8,True
2437733,15,7,8,True
1279692,15,7,8,True
279004,15,8,7,True
65741,15,7,8,True
182919,15,8,7,True
2251916,15,9,6,True
575941,15,8,7,True
782705,15,7,8,True
2599,15,11,4,True
2610680,15,7,8,True
463315,15,8,7,True
2600814,15,8,7,True
315240,15,8,7,True
444237,15,7,8,True
313867,15,8,7,True
2454092,15,9,6,True
2452815,15,6,9,True
1426730,14,6,8,True
1581992,14,6,8,True
1582008,14,10,4,True
2151282,14,8,6,True
2601406,14,9,5,True
199254,14,7,7,True
1623884,14,5,9,True
2319450,14,7,7,True
1053502,14,7,7,True
2319758,14,7,7,True
1208677,14,8,6,True
218043,14,8,6,True
1590597,14,8,6,True
1519100,14,8,6,True
2184654,14,7,7,True
527648,14,7,7,True
254623,14,7,7,True
932673,14,6,8,True
2463874,14,9,5,True
918219,14,7,7,True
1491864,14,7,7,True
13915,14,9,5,True
138952,14,7,7,True
1248319,14,6,8,True
1240535,14,7,7,True
378458,14,8,6,True
1228673,14,10,4,True
341601,14,8,6,True
1225771,14,5,9,True
834797,14,7,7,True
2949468,14,7,7,True
821159,14,6,8,True
1261852,14,6,8,True
1258946,14,8,6,True
229101,14,6,8,True
1638648,14,8,6,True
1630996,14,8,6,True
277247,14,6,8,True
95369,14,7,7,True
285057,14,6,8,True
1718114,14,7,7,True
829521,14,5,9,True
533279,14,7,7,True
322910,14,6,8,True
1680363,14,6,8,True
17238,14,6,8,True
234166,14,7,7,True
644085,14,12,2,True
1278082,14,6,8,True
379004,14,7,7,True
798794,14,11,3,True
2135662,14,7,7,True
89144,14,7,7,True
93683,14,8,6,True
1744140,14,7,7,True
526627,14,10,4,True
680396,14,7,7,True
970276,14,7,7,True
244689,14,6,8,True
975065,14,6,8,True
861150,14,8,6,True
102976,14,6,8,True
900383,14,6,8,True
311491,14,7,7,True
1313412,14,7,7,True
1312443,14,9,5,True
2064425,14,7,7,True
1843523,14,8,6,True
792080,14,5,9,True
519698,14,10,4,True
835514,14,8,6,True
2216749,14,6,8,True
2226801,14,7,7,True
207552,14,9,5,True
365202,14,7,7,True
790572,14,7,7,True
2107263,14,7,7,True
2107222,14,8,6,True
1755209,14,7,7,True
2417639,14,6,8,True
2578583,14,8,6,True
2602875,14,7,7,True
318758,14,8,6,True
1325124,14,7,7,True
1489421,14,8,6,True
2678032,14,10,4,True
783032,14,7,7,True
2940254,14,7,7,True
779878,14,7,7,True
1735214,14,7,7,True
1736190,14,10,4,True
762440,14,8,6,True
179422,14,6,8,True
1467707,14,11,3,True
2526184,14,7,7,True
472356,14,8,6,True
2390488,14,7,7,True
281659,14,8,6,True
24504,14,7,7,True
63889,14,7,7,True
1207245,14,7,7,True
926322,14,9,5,True
442783,14,7,7,True
331985,14,6,8,True
2391898,14,7,7,True
1255431,14,7,7,True
2769028,14,8,6,True
755043,14,7,7,True
587954,14,7,7,True
629513,14,7,7,True
1990125,14,6,8,True
2662752,14,6,8,True
317903,14,8,6,True
989857,14,7,7,True
665422,14,9,5,True
1953283,14,7,7,True
300537,14,7,7,True
835798,14,6,8,True
141040,14,7,7,True
1148678,14,6,8,True
1127324,14,8,6,True
2287538,14,8,6,True
2671565,14,6,8,True
2383247,14,7,7,True
2387403,14,9,5,True
994299,14,6,8,True
230177,14,8,6,True
1729602,14,10,4,True
1333559,14,10,4,True
738436,14,6,8,True
736505,14,6,8,True
37613,14,7,7,True
2761500,14,7,7,True
1479679,14,6,8,True
2934428,14,7,7,True
748707,14,7,7,True
2291353,14,7,7,True
114392,14,9,5,True
91534,14,8,6,True
145791,14,6,8,True
950271,14,9,5,True
1152647,14,9,5,True
1140863,14,9,5,True
971853,14,6,8,True
77616,14,7,7,True
559834,14,7,7,True
1720999,14,7,7,True
1555492,14,7,7,True
226297,14,8,6,True
2841751,14,7,7,True
441929,14,7,7,True
1376397,14,8,6,True
1239372,14,7,7,True
2303886,14,12,2,True
1127160,14,6,8,True
988106,14,8,6,True
988275,14,7,7,True
135025,14,7,7,True
197742,14,6,8,True
1131263,14,11,3,True
1709393,14,9,5,True
2549492,14,7,7,True
2858241,14,11,3,True
