tweet_id,created_at,text,intent,label_notes
439704,2017-10-11 14:21:27+00:00,@AmazonHelp Is amazon people r illiterate ??? I said my account is locked then how i can enter in this link.. plz tell MM.. m really fade up,,
470797,2017-12-01 08:12:52+00:00,"@AmazonHelp Preordered the CE on 9/14, should arrive 12/1",,
675131,2017-11-23 11:03:35+00:00,@AmazonHelp yep and no doubt you've many complaints from others in this business space but it's been a few weeks now and you are still using this delivery person so nothing has changed.. after years of no issues it's a big problem for companies that use you many times daily like we do,,
1303682,2017-10-27 01:31:41+00:00,@AmazonHelp Amazon Logistics. Amazon customer service via the app told me they don't have contact with them. 2nd time that a local order was delayed,,
627681,2017-11-22 15:19:06+00:00,"@AmazonHelp I already checked tracking. The things I need won’t get here in time. And I ordered them for yesterday, leaving myself a buffer day, just in case.",,
1894066,2017-11-26 10:35:05+00:00,@AmazonHelp As I said..i have tried calling..but the call gets disconnected saying order details not found. What to do?,,
1986440,2017-10-18 18:52:05+00:00,@AmazonHelp Special Financing isn't coming up as an option on an order that it should qualify on for my Amazon Card.,,
2884069,2017-11-28 11:18:44+00:00,@AmazonHelp My order number is # 205-0650423-2409121,,
794511,2017-10-12 14:27:45+00:00,@AmazonHelp Yes... They asked it was no ckst but I got msg that bank will charge 1.08% ... please check with one plus and bank or else i will go legal,,
394895,2017-11-25 04:53:01+00:00,@AmazonHelp @115821 @119356 @115851 @209576 All d details are already with u. Why r u extending it unnecessarily. Stop doing this. Talk on d solution of GOODS REPLACEMENT. Indirectly it's ur failure. Either u or ur associat vendor has to bear the difference amount. Be prompt 🙏🙏,,
1421367,2017-11-02 08:33:30+00:00,@AmazonHelp I had some orders (although ordered same day) delivered to my assigned neighbour. Order no 205-0118279-8061179 i am waiting on.,,
1741030,2017-11-07 17:11:28+00:00,@AmazonHelp Problem is according to this I haven’t made any orders in the last 6 months 🤔 https://t.co/1Ki187eT5H,,
419869,2017-10-10 10:56:12+00:00,"@AmazonHelp Then give me the product at the same price, as that order.",,
2117607,2017-10-19 06:34:14+00:00,@AmazonHelp I shall cancel my prime. 2 orders in a row delayed and not told til supposed day of delivery. Unacceptable. And no offer of resolving.,,
1331138,2017-10-27 13:06:10+00:00,@AmazonHelp Sie kann ja nichts dafür. Sie hat mir nen Monat Prime geschenkt. Ich hoffe es kommt morgen sonst geh ich den MediaMarkt. 😀,,
2128997,2017-11-08 19:30:56+00:00,@AmazonHelp if I need these for tomorrow is there anything I can do to get replacements in hand tomorrow?,,
2198843,2017-11-10 02:23:31+00:00,"@AmazonHelp I understand things happen and not everyone is perfect but I have never had this level of incompetence in shipping before. Even my paper gets to my door every weekend, and I don’t pay as much for that as I do for Prime.",,
1556305,2017-11-04 12:26:52+00:00,"@AmazonHelp Not yet no, I only ordered it in the last hour just forgot to leave instructions so no carrier mentioned just yet?",,
21529,2017-11-15 15:51:57+00:00,@AmazonHelp Today when I was checking my ordereds I've come to know that refund not initiated for this product. When I called to customer care they said there is problem with product. I dont understand what's happening.,,
1346704,2017-10-19 21:29:09+00:00,"@AmazonHelp A year of prime membership gratis would be a great retention device but that isn’t on the table, I’ll just go to the store myself",,
64154,2017-11-30 08:18:08+00:00,@AmazonHelp They are just providing the details which is available in portal. Even they have increased the delivery date and it will be delivered on Monday.i placed order on last Monday ..ok and you will deliver on next monday. Even customer service dint guarantee it.,,
1709403,2017-11-07 01:32:11+00:00,@AmazonHelp A refund for my four part order but they trting to take back the fourth product and give me a gift card and I dont want a gift card,,
697250,2017-10-10 22:50:57+00:00,@AmazonHelp This is not helpful. I’ve spent 2+ hrs dealing w/yr customer service and you can’t seem to get this very simple order fulfilled.,,
1381531,2017-10-28 14:20:50+00:00,"@AmazonHelp I have mailed the drop-off receipt signed by Bluedart. Now, kindly initiate my refund. Today it is going to be 19 days. @AmazonHelp",,
603172,2017-12-03 22:50:42+00:00,"@AmazonHelp It doesnt say...this is the second time within last 2 months...will be returning this, since it will arrive too late",,
2297404,2017-11-12 14:28:58+00:00,"@AmazonHelp We have received your reply. We removed your access to this account because your card issuer disputed the original charge for this order and withdrew your payment. Because of this dispute, we have not received payment for the order. Once payment is made to Amazon, you will ...",,
525534,2017-12-02 09:46:45+00:00,"@AmazonHelp Escalated it to a supervisor and he managed to help fix the issue stating that Account had Australia Regional setting that was causing the issue, Video is working on laptop, iPad and Mobile now, @132976 still shows unavailable :(",,
83368,2017-11-30 14:07:36+00:00,"@AmazonHelp See for yourself, I am not getting any discount. As per the image on your T &amp; C page. Discount should be given here only. It means if I opt for a 9 month EMI then Rs1813 should be discounted from the total bill as that will be the interest charged on EMIs. https://t.co/m0tj7gF96G",,
2834217,2017-11-28 18:32:03+00:00,@AmazonHelp Maybe you should clearly state that so people know before they take out #AmazonPrime because I’m pretty sure that’s never been mentioned once!,,
1442548,2017-10-18 01:20:28+00:00,@AmazonHelp couldn't change the the delivery address? What I should do,,
1427394,2017-11-02 05:48:03+00:00,@AmazonHelp On link it's showing item not eligible for return.. stop making us fool...,,
717647,2017-10-11 01:01:50+00:00,@AmazonHelp No and that’s not the point! I wasn’t told the item was back ordered and I was supplied with false tracking information. My husband even,,
2252833,2017-11-10 21:26:24+00:00,"@AmazonHelp Hi, this is what nobody at Amazon is understanding. You had a GUARANTEED delivery today, not EXPECTED, not PROBABLY - but GUARANTEED. What is the point of a GUARANTEED delivery if it doesn't arrive and I have to wait 24 hours to find out what's going on?!?!?!?",,
176450,2017-11-25 00:35:10+00:00,@AmazonHelp There is some date they are saying that prevents them sending a replacement until Monday. So they are refunding. I am now speaking with a supervisor.,,
334093,2017-10-07 20:15:04+00:00,@AmazonHelp I used the chat. The specialist simply did a standard return/replacement. Nothing else. Just disappointed with lack of effort/care.,,
461357,2017-12-01 02:57:27+00:00,"@AmazonHelp well now it's saying sometime before Sunday. This isn't the Prime I'm used to, normally it's great!",,
1310948,2017-10-27 06:23:55+00:00,"@AmazonHelp Last order ONE item was NOT as described, ONE is delayed till Halloween, and the third item comes tomorrow.",,
524228,2017-12-02 19:54:52+00:00,@AmazonHelp What is the purpose of having amazon prime if my packages don't arrive in 2 days like it is expected? This is a consistent problem.,,
926334,2017-10-14 06:02:24+00:00,@AmazonHelp There is no enabled option. Like I said you have recently changed my delivery options because a few months ago I was able to get delivery,,
682607,2017-10-22 14:52:21+00:00,@AmazonHelp delivery agent said that u ppl msg without knowing the fact. He said it is holiday today @115850,,
